source,target,source_type,target_type
Juan,Dios Román,Person,Person
Dios Román,Juan,Person,Person
Rovi,España,Organization,Place
España,Rovi,Place,Organization
España,Italia,Place,Place
Italia,España,Place,Place
Europa,UE,Place,Organization
Europa,Europa,Place,Place
UE,Europa,Organization,Place
UE,Europa,Organization,Place
Europa,Europa,Place,Place
Europa,UE,Place,Organization
Dayton,Bosnia,Place,Place
Dayton,Herzegovina,Place,Place
Bosnia,Dayton,Place,Place
Bosnia,Herzegovina,Place,Place
Herzegovina,Dayton,Place,Place
Herzegovina,Bosnia,Place,Place
Ernest Lluch,Ernest,Person,Person
Ernest,Ernest Lluch,Person,Person
España,La Rioja,Place,Place
La Rioja,España,Place,Place
España,UE,Place,Organization
España,Alemania,Place,Place
España,Consejo de Ministros,Place,Other
UE,España,Organization,Place
UE,Alemania,Organization,Place
UE,Consejo de Ministros,Organization,Other
Alemania,España,Place,Place
Alemania,UE,Place,Organization
Alemania,Consejo de Ministros,Place,Other
Consejo de Ministros,España,Other,Place
Consejo de Ministros,UE,Other,Organization
Consejo de Ministros,Alemania,Other,Place
España,PGE,Place,Organization
PGE,España,Organization,Place
Europa,Red Europea de Prospectiva,Place,Other
Europa,España,Place,Place
Red Europea de Prospectiva,Europa,Other,Place
Red Europea de Prospectiva,España,Other,Place
España,Europa,Place,Place
España,Red Europea de Prospectiva,Place,Other
UE,Turquía,Organization,Place
UE,España,Organization,Place
UE,Francia,Organization,Place
Turquía,UE,Place,Organization
Turquía,España,Place,Place
Turquía,Francia,Place,Place
España,UE,Place,Organization
España,Turquía,Place,Place
España,Francia,Place,Place
Francia,UE,Place,Organization
Francia,Turquía,Place,Place
Francia,España,Place,Place
Gobierno de España,"Plan de Recuperación, Transformación y Resiliencia",Organization,Other
"Plan de Recuperación, Transformación y Resiliencia",Gobierno de España,Other,Organization
Francisco Brines,Premio Cervantes 2020,Person,Other
Premio Cervantes 2020,Francisco Brines,Other,Person
Joan,España,Person,Place
España,Joan,Place,Person
Navarra,Comunidad Foral,Place,Organization
Navarra,España,Place,Place
Comunidad Foral,Navarra,Organization,Place
Comunidad Foral,España,Organization,Place
España,Navarra,Place,Place
España,Comunidad Foral,Place,Organization
Luis Mateo Díez,Premio Nacional de las Letras Españolas 2020,Person,Other
Premio Nacional de las Letras Españolas 2020,Luis Mateo Díez,Other,Person
Sweden,Bangladesh,Place,Place
Sweden,Canada,Place,Place
Sweden,Costa Rica,Place,Place
Sweden,Korea,Place,Place
Sweden,Jordan,Place,Place
Sweden,Senegal,Place,Place
Sweden,South Africa,Place,Place
Sweden,Tunisia,Place,Place
Sweden,New Zealand,Place,Place
Bangladesh,Sweden,Place,Place
Bangladesh,Canada,Place,Place
Bangladesh,Costa Rica,Place,Place
Bangladesh,Korea,Place,Place
Bangladesh,Jordan,Place,Place
Bangladesh,Senegal,Place,Place
Bangladesh,South Africa,Place,Place
Bangladesh,Tunisia,Place,Place
Bangladesh,New Zealand,Place,Place
Canada,Sweden,Place,Place
Canada,Bangladesh,Place,Place
Canada,Costa Rica,Place,Place
Canada,Korea,Place,Place
Canada,Jordan,Place,Place
Canada,Senegal,Place,Place
Canada,South Africa,Place,Place
Canada,Tunisia,Place,Place
Canada,New Zealand,Place,Place
Costa Rica,Sweden,Place,Place
Costa Rica,Bangladesh,Place,Place
Costa Rica,Canada,Place,Place
Costa Rica,Korea,Place,Place
Costa Rica,Jordan,Place,Place
Costa Rica,Senegal,Place,Place
Costa Rica,South Africa,Place,Place
Costa Rica,Tunisia,Place,Place
Costa Rica,New Zealand,Place,Place
Korea,Sweden,Place,Place
Korea,Bangladesh,Place,Place
Korea,Canada,Place,Place
Korea,Costa Rica,Place,Place
Korea,Jordan,Place,Place
Korea,Senegal,Place,Place
Korea,South Africa,Place,Place
Korea,Tunisia,Place,Place
Korea,New Zealand,Place,Place
Jordan,Sweden,Place,Place
Jordan,Bangladesh,Place,Place
Jordan,Canada,Place,Place
Jordan,Costa Rica,Place,Place
Jordan,Korea,Place,Place
Jordan,Senegal,Place,Place
Jordan,South Africa,Place,Place
Jordan,Tunisia,Place,Place
Jordan,New Zealand,Place,Place
Senegal,Sweden,Place,Place
Senegal,Bangladesh,Place,Place
Senegal,Canada,Place,Place
Senegal,Costa Rica,Place,Place
Senegal,Korea,Place,Place
Senegal,Jordan,Place,Place
Senegal,South Africa,Place,Place
Senegal,Tunisia,Place,Place
Senegal,New Zealand,Place,Place
South Africa,Sweden,Place,Place
South Africa,Bangladesh,Place,Place
South Africa,Canada,Place,Place
South Africa,Costa Rica,Place,Place
South Africa,Korea,Place,Place
South Africa,Jordan,Place,Place
South Africa,Senegal,Place,Place
South Africa,Tunisia,Place,Place
South Africa,New Zealand,Place,Place
Tunisia,Sweden,Place,Place
Tunisia,Bangladesh,Place,Place
Tunisia,Canada,Place,Place
Tunisia,Costa Rica,Place,Place
Tunisia,Korea,Place,Place
Tunisia,Jordan,Place,Place
Tunisia,Senegal,Place,Place
Tunisia,South Africa,Place,Place
Tunisia,New Zealand,Place,Place
New Zealand,Sweden,Place,Place
New Zealand,Bangladesh,Place,Place
New Zealand,Canada,Place,Place
New Zealand,Costa Rica,Place,Place
New Zealand,Korea,Place,Place
New Zealand,Jordan,Place,Place
New Zealand,Senegal,Place,Place
New Zealand,South Africa,Place,Place
New Zealand,Tunisia,Place,Place
Suecia,Bangladesh,Place,Place
Suecia,Canadá,Place,Place
Suecia,Costa Rica,Place,Place
Suecia,Corea,Place,Place
Suecia,Jordania,Place,Place
Suecia,Senegal,Place,Place
Suecia,Sudáfrica,Place,Place
Suecia,Túnez,Place,Place
Suecia,Nueva Zelanda,Place,Place
Bangladesh,Suecia,Place,Place
Bangladesh,Canadá,Place,Place
Bangladesh,Costa Rica,Place,Place
Bangladesh,Corea,Place,Place
Bangladesh,Jordania,Place,Place
Bangladesh,Senegal,Place,Place
Bangladesh,Sudáfrica,Place,Place
Bangladesh,Túnez,Place,Place
Bangladesh,Nueva Zelanda,Place,Place
Canadá,Suecia,Place,Place
Canadá,Bangladesh,Place,Place
Canadá,Costa Rica,Place,Place
Canadá,Corea,Place,Place
Canadá,Jordania,Place,Place
Canadá,Senegal,Place,Place
Canadá,Sudáfrica,Place,Place
Canadá,Túnez,Place,Place
Canadá,Nueva Zelanda,Place,Place
Costa Rica,Suecia,Place,Place
Costa Rica,Bangladesh,Place,Place
Costa Rica,Canadá,Place,Place
Costa Rica,Corea,Place,Place
Costa Rica,Jordania,Place,Place
Costa Rica,Senegal,Place,Place
Costa Rica,Sudáfrica,Place,Place
Costa Rica,Túnez,Place,Place
Costa Rica,Nueva Zelanda,Place,Place
Corea,Suecia,Place,Place
Corea,Bangladesh,Place,Place
Corea,Canadá,Place,Place
Corea,Costa Rica,Place,Place
Corea,Jordania,Place,Place
Corea,Senegal,Place,Place
Corea,Sudáfrica,Place,Place
Corea,Túnez,Place,Place
Corea,Nueva Zelanda,Place,Place
Jordania,Suecia,Place,Place
Jordania,Bangladesh,Place,Place
Jordania,Canadá,Place,Place
Jordania,Costa Rica,Place,Place
Jordania,Corea,Place,Place
Jordania,Senegal,Place,Place
Jordania,Sudáfrica,Place,Place
Jordania,Túnez,Place,Place
Jordania,Nueva Zelanda,Place,Place
Senegal,Suecia,Place,Place
Senegal,Bangladesh,Place,Place
Senegal,Canadá,Place,Place
Senegal,Costa Rica,Place,Place
Senegal,Corea,Place,Place
Senegal,Jordania,Place,Place
Senegal,Sudáfrica,Place,Place
Senegal,Túnez,Place,Place
Senegal,Nueva Zelanda,Place,Place
Sudáfrica,Suecia,Place,Place
Sudáfrica,Bangladesh,Place,Place
Sudáfrica,Canadá,Place,Place
Sudáfrica,Costa Rica,Place,Place
Sudáfrica,Corea,Place,Place
Sudáfrica,Jordania,Place,Place
Sudáfrica,Senegal,Place,Place
Sudáfrica,Túnez,Place,Place
Sudáfrica,Nueva Zelanda,Place,Place
Túnez,Suecia,Place,Place
Túnez,Bangladesh,Place,Place
Túnez,Canadá,Place,Place
Túnez,Costa Rica,Place,Place
Túnez,Corea,Place,Place
Túnez,Jordania,Place,Place
Túnez,Senegal,Place,Place
Túnez,Sudáfrica,Place,Place
Túnez,Nueva Zelanda,Place,Place
Nueva Zelanda,Suecia,Place,Place
Nueva Zelanda,Bangladesh,Place,Place
Nueva Zelanda,Canadá,Place,Place
Nueva Zelanda,Costa Rica,Place,Place
Nueva Zelanda,Corea,Place,Place
Nueva Zelanda,Jordania,Place,Place
Nueva Zelanda,Senegal,Place,Place
Nueva Zelanda,Sudáfrica,Place,Place
Nueva Zelanda,Túnez,Place,Place
Comunidad Valenciana,España,Place,Place
España,Comunidad Valenciana,Place,Place
España,China,Place,Place
España,Shangai,Place,Place
China,España,Place,Place
China,Shangai,Place,Place
Shangai,España,Place,Place
Shangai,China,Place,Place
Alfredo Pérez Rubalcaba,Guardia Civil,Person,Organization
Guardia Civil,Alfredo Pérez Rubalcaba,Organization,Person
España,Oscar,Place,Person
Oscar,España,Person,Place
Viena,Europa,Place,Place
Europa,Viena,Place,Place
Pedro Iturralde,España,Person,Place
España,Pedro Iturralde,Place,Person
Grecia,Turquía,Place,Place
Grecia,Gobierno de España,Place,Organization
Turquía,Grecia,Place,Place
Turquía,Gobierno de España,Place,Organization
Gobierno de España,Grecia,Organization,Place
Gobierno de España,Turquía,Organization,Place
Iberoamericana,América Latina,Place,Place
Iberoamericana,España,Place,Place
Iberoamericana,UE,Place,Organization
Iberoamericana,Cumbre Iberoamericana,Place,Organization
América Latina,Iberoamericana,Place,Place
América Latina,España,Place,Place
América Latina,UE,Place,Organization
América Latina,Cumbre Iberoamericana,Place,Organization
España,Iberoamericana,Place,Place
España,América Latina,Place,Place
España,UE,Place,Organization
España,Cumbre Iberoamericana,Place,Organization
UE,Iberoamericana,Organization,Place
UE,América Latina,Organization,Place
UE,España,Organization,Place
UE,Cumbre Iberoamericana,Organization,Organization
Cumbre Iberoamericana,Iberoamericana,Organization,Place
Cumbre Iberoamericana,América Latina,Organization,Place
Cumbre Iberoamericana,España,Organization,Place
Cumbre Iberoamericana,UE,Organization,Organization
Europa,Europa,Place,Place
Europa,UE,Place,Organization
Europa,Europa,Place,Place
Europa,UE,Place,Organization
UE,Europa,Organization,Place
UE,Europa,Organization,Place
CC.AA,Conferencia Sectorial de Fondos Europeos,Organization,Other
Conferencia Sectorial de Fondos Europeos,CC.AA,Other,Organization
Gobierno,Presupuestos Generales del Estado,Organization,Organization
Gobierno,Consejo de Ministros,Organization,Organization
Gobierno,PGE,Organization,Organization
Presupuestos Generales del Estado,Gobierno,Organization,Organization
Presupuestos Generales del Estado,Consejo de Ministros,Organization,Organization
Presupuestos Generales del Estado,PGE,Organization,Organization
Consejo de Ministros,Gobierno,Organization,Organization
Consejo de Ministros,Presupuestos Generales del Estado,Organization,Organization
Consejo de Ministros,PGE,Organization,Organization
PGE,Gobierno,Organization,Organization
PGE,Presupuestos Generales del Estado,Organization,Organization
PGE,Consejo de Ministros,Organization,Organization
CGPJ,Tribunal Constitucional,Organization,Organization
Tribunal Constitucional,CGPJ,Organization,Organization
Abascal,España,Person,Place
Abascal,Sr. Abascal,Person,Person
España,Abascal,Place,Person
España,Sr. Abascal,Place,Person
Sr. Abascal,Abascal,Person,Person
Sr. Abascal,España,Person,Place
España,VOX,Place,Organization
España,España,Place,Place
VOX,España,Organization,Place
VOX,España,Organization,Place
España,España,Place,Place
España,VOX,Place,Organization
VOX,Franco,Organization,Person
VOX,España,Organization,Place
Franco,VOX,Person,Organization
Franco,España,Person,Place
España,VOX,Place,Organization
España,Franco,Place,Person
Abascal,Congreso,Person,Organization
Abascal,España,Person,Place
Abascal,España,Person,Place
Congreso,Abascal,Organization,Person
Congreso,España,Organization,Place
Congreso,España,Organization,Place
España,Abascal,Place,Person
España,Congreso,Place,Organization
España,España,Place,Place
España,Abascal,Place,Person
España,Congreso,Place,Organization
España,España,Place,Place
España,Italia,Place,Place
Italia,España,Place,Place
España,Italia,Place,Place
España,UE,Place,Organization
España,Cumbre Hispano-Italiana,Place,Other
Italia,España,Place,Place
Italia,UE,Place,Organization
Italia,Cumbre Hispano-Italiana,Place,Other
UE,España,Organization,Place
UE,Italia,Organization,Place
UE,Cumbre Hispano-Italiana,Organization,Other
Cumbre Hispano-Italiana,España,Other,Place
Cumbre Hispano-Italiana,Italia,Other,Place
Cumbre Hispano-Italiana,UE,Other,Organization
ETA,España,Organization,Place
España,ETA,Place,Organization
Guardia Civil,ETA,Organization,Organization
Guardia Civil,Joan Mesquida,Organization,Person
ETA,Guardia Civil,Organization,Organization
ETA,Joan Mesquida,Organization,Person
Joan Mesquida,Guardia Civil,Person,Organization
Joan Mesquida,ETA,Person,Organization
UE,Europa,Organization,Place
Europa,UE,Place,Organization
UE,Reino Unido,Organization,Place
UE,UE,Organization,Organization
UE,España,Organization,Place
Reino Unido,UE,Place,Organization
Reino Unido,UE,Place,Organization
Reino Unido,España,Place,Place
UE,UE,Organization,Organization
UE,Reino Unido,Organization,Place
UE,España,Organization,Place
España,UE,Place,Organization
España,Reino Unido,Place,Place
España,UE,Place,Organization
Eva García Sáenz de Urturi,Aquitania,Person,Other
Eva García Sáenz de Urturi,Sandra Barneda,Person,Person
Aquitania,Eva García Sáenz de Urturi,Other,Person
Aquitania,Sandra Barneda,Other,Person
Sandra Barneda,Eva García Sáenz de Urturi,Person,Person
Sandra Barneda,Aquitania,Person,Other
Olga Novo,Feliz Idade,Person,Other
Olga Novo,Premio Nacional de Poesía 2020,Person,Other
Feliz Idade,Olga Novo,Other,Person
Feliz Idade,Premio Nacional de Poesía 2020,Other,Other
Premio Nacional de Poesía 2020,Olga Novo,Other,Person
Premio Nacional de Poesía 2020,Feliz Idade,Other,Other
Brexit,UE,Organization,Organization
Brexit,Reino Unido,Organization,Place
UE,Brexit,Organization,Organization
UE,Reino Unido,Organization,Place
Reino Unido,Brexit,Place,Organization
Reino Unido,UE,Place,Organization
PP,Casado,Organization,Person
Casado,PP,Person,Organization
Rafa,XX Grand Slam,Person,Other
XX Grand Slam,Rafa,Other,Person
Portugal,UE,Place,Organization
Portugal,España,Place,Place
Portugal,Europa,Place,Place
UE,Portugal,Organization,Place
UE,España,Organization,Place
UE,Europa,Organization,Place
España,Portugal,Place,Place
España,UE,Place,Organization
España,Europa,Place,Place
Europa,Portugal,Place,Place
Europa,UE,Place,Organization
Europa,España,Place,Place
España,Portugal,Place,Place
España,Estrategia Común de Desarrollo Transfronterizo,Place,Other
Portugal,España,Place,Place
Portugal,Estrategia Común de Desarrollo Transfronterizo,Place,Other
Estrategia Común de Desarrollo Transfronterizo,España,Other,Place
Estrategia Común de Desarrollo Transfronterizo,Portugal,Other,Place
Día Mundial,España,Other,Place
España,Día Mundial,Place,Other
Nobel de La Paz,Programa Mundial de Alimentos,Other,Other
Programa Mundial de Alimentos,Nobel de La Paz,Other,Other
Argelia,Argelia,Place,Place
Argelia,UE,Place,Organization
Argelia,Argelia,Place,Place
Argelia,UE,Place,Organization
UE,Argelia,Organization,Place
UE,Argelia,Organization,Place
Argelia,España,Place,Place
España,Argelia,Place,Place
Bruselas,España,Place,Place
Bruselas,España,Place,Place
España,Bruselas,Place,Place
España,España,Place,Place
España,Bruselas,Place,Place
España,España,Place,Place
España,España,Place,Place
España,España,Place,Place
España,España,Place,Place
España,España,Place,Place
España,España,Place,Place
España,España,Place,Place
Papa,Francisco,Person,Person
Francisco,Papa,Person,Person
Juan Romero,Mauthausen,Person,Place
Mauthausen,Juan Romero,Place,Person
España,España,Place,Place
España,España,Place,Place
Comisión Europea,FEMP,Organization,Organization
FEMP,Comisión Europea,Organization,Organization
Alemania,Europa,Place,Place
Europa,Alemania,Place,Place
