source,target,source_type,target_type
Betis,Sevilla,Organization,Place
Barcelona,Betis,Organization,Organization
Barcelona,Sevilla,Organization,Place
Sevilla,Betis,Place,Organization
Sevilla,Barcelona,Place,Organization
Jerusalén,Bagdad,Place,Place
Bagdad,Jerusalén,Place,Place
Trillo,Rajoy,Person,Person
Trillo,España,Person,Place
Rajoy,Trillo,Person,Person
Rajoy,España,Person,Place
España,Trillo,Place,Person
España,Rajoy,Place,Person
PSOE,PP,Organization,Organization
PP,PSOE,Organization,Organization
El Entrego,Asturias,Place,Place
El Entrego,Facebook,Place,Product
Asturias,El Entrego,Place,Place
Asturias,Facebook,Place,Product
Facebook,El Entrego,Product,Place
Facebook,Asturias,Product,Place
Austria,Europa,Place,Place
Europa,Austria,Place,Place
Eduardo Mendoza,Cervantes,Person,Person
Cervantes,Eduardo Mendoza,Person,Person
El liderazgo de la Socialdemocracia,Europa,Other,Place
Europa,El liderazgo de la Socialdemocracia,Place,Other
Gestora,PP,Organization,Organization
PP,Gestora,Organization,Organization
Xirivella,PSOE,Person,Organization
PSOE,Xirivella,Organization,Person
PP,Fernández Díaz,Organization,Person
PP,Comisión de Exteriores,Organization,Organization
Fernández Díaz,PP,Person,Organization
Fernández Díaz,Comisión de Exteriores,Person,Organization
Comisión de Exteriores,PP,Organization,Organization
Comisión de Exteriores,Fernández Díaz,Organization,Person
PSOE,Catalunya,Organization,Place
PSOE,PSC,Organization,Organization
PSOE,España,Organization,Place
Catalunya,PSOE,Place,Organization
Catalunya,PSC,Place,Organization
Catalunya,España,Place,Place
PSC,PSOE,Organization,Organization
PSC,Catalunya,Organization,Place
PSC,España,Organization,Place
España,PSOE,Place,Organization
España,Catalunya,Place,Place
España,PSC,Place,Organization
Washington DC,Hillary,Place,Person
Hillary,Washington DC,Person,Place
PSOE,PSOE,Organization,Organization
PSOE,PSOE,Organization,Organization
Gestora,Rajoy,Organization,Person
Gestora,Gestora,Organization,Organization
Gestora,Congreso del PSOE,Organization,Organization
Rajoy,Gestora,Person,Organization
Rajoy,Gestora,Person,Organization
Rajoy,Congreso del PSOE,Person,Organization
Gestora,Gestora,Organization,Organization
Gestora,Rajoy,Organization,Person
Gestora,Congreso del PSOE,Organization,Organization
Congreso del PSOE,Gestora,Organization,Organization
Congreso del PSOE,Rajoy,Organization,Person
Congreso del PSOE,Gestora,Organization,Organization
PSOE,PSC,Organization,Organization
PSOE,Catalunya,Organization,Place
PSC,PSOE,Organization,Organization
PSC,Catalunya,Organization,Place
Catalunya,PSOE,Place,Organization
Catalunya,PSC,Place,Organization
PSC,PSOE,Organization,Organization
PSOE,PSC,Organization,Organization
PSOE,PSOE,Organization,Organization
PSOE,PP,Organization,Organization
PSOE,PSOE,Organization,Organization
PSOE,PP,Organization,Organization
PP,PSOE,Organization,Organization
PP,PSOE,Organization,Organization
Adolfo Navarro,Asamblea de Madrid,Person,Organization
Asamblea de Madrid,Adolfo Navarro,Organization,Person
PP,Bárcenas,Organization,Person
Bárcenas,PP,Person,Organization
PSOE,PP,Organization,Organization
PP,PSOE,Organization,Organization
Rajoy,PSOE,Person,Organization
PSOE,Rajoy,Organization,Person
Galicia,País Vasco,Place,Place
País Vasco,Galicia,Place,Place
Partido Popular,Rajoy,Organization,Person
Rajoy,Partido Popular,Person,Organization
Rajoy,Cataluña,Person,Place
Cataluña,Rajoy,Place,Person
Xoaquín Fernández Leiceaga,Galicia,Person,Place
Galicia,Xoaquín Fernández Leiceaga,Place,Person
Pontevedra,Galicia,Place,Place
Galicia,Pontevedra,Place,Place
Rajoy,Feijóo,Person,Person
Feijóo,Rajoy,Person,Person
España,Rajoy,Place,Person
Rajoy,España,Person,Place
Rajoy,Feijóo,Person,Person
Feijóo,Rajoy,Person,Person
Rajoy,Feijóo,Person,Person
Feijóo,Rajoy,Person,Person
Galicia,Feijóo,Place,Person
Feijóo,Galicia,Person,Place
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
Euskadi,PNV,Place,Organization
PNV,Euskadi,Organization,Place
Iglesias,Rajoy,Person,Person
Iglesias,Moncloa,Person,Place
Rajoy,Iglesias,Person,Person
Rajoy,Moncloa,Person,Place
Moncloa,Iglesias,Place,Person
Moncloa,Rajoy,Place,Person
Adolfo Ripa Arizala,Nepal,Person,Place
Nepal,Adolfo Ripa Arizala,Place,Person
Rajoy,Barberá,Person,Person
Barberá,Rajoy,Person,Person
Feijóo,Rajoy,Person,Person
Rajoy,Feijóo,Person,Person
Estatuto de Gernika,País Vasco,Organization,Place
Estatuto de Gernika,UE,Organization,Organization
País Vasco,Estatuto de Gernika,Place,Organization
País Vasco,UE,Place,Organization
UE,Estatuto de Gernika,Organization,Organization
UE,País Vasco,Organization,Place
Galicia,Rajoy,Place,Person
Galicia,Feijóo,Place,Person
Rajoy,Galicia,Person,Place
Rajoy,Feijóo,Person,Person
Feijóo,Galicia,Person,Place
Feijóo,Rajoy,Person,Person
Rajoy,Rita,Person,Person
Rajoy,PP,Person,Organization
Rita,Rajoy,Person,Person
Rita,PP,Person,Organization
PP,Rajoy,Organization,Person
PP,Rita,Organization,Person
Barberá,Bárcenas,Person,Person
Barberá,Matas,Person,Person
Barberá,Granados,Person,Person
Barberá,PP,Person,Organization
Bárcenas,Barberá,Person,Person
Bárcenas,Matas,Person,Person
Bárcenas,Granados,Person,Person
Bárcenas,PP,Person,Organization
Matas,Barberá,Person,Person
Matas,Bárcenas,Person,Person
Matas,Granados,Person,Person
Matas,PP,Person,Organization
Granados,Barberá,Person,Person
Granados,Bárcenas,Person,Person
Granados,Matas,Person,Person
Granados,PP,Person,Organization
PP,Barberá,Organization,Person
PP,Bárcenas,Organization,Person
PP,Matas,Organization,Person
PP,Granados,Organization,Person
Barberá,De Guindos,Person,Person
De Guindos,Barberá,Person,Person
Rajoy,Feijóo,Person,Person
Rajoy,Rajoy,Person,Person
Feijóo,Rajoy,Person,Person
Feijóo,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Rajoy,Feijóo,Person,Person
Rivera,Iglesias,Person,Person
Iglesias,Rivera,Person,Person
Feijóo,Madrid,Person,Place
Madrid,Feijóo,Place,Person
PSOE,Rajoy,Organization,Person
Rajoy,PSOE,Person,Organization
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Galicia,España,Place,Place
España,Galicia,Place,Place
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Iglesias,Rivera,Person,Person
Rivera,Iglesias,Person,Person
Feijóo,Rajoy,Person,Person
Rajoy,Feijóo,Person,Person
Feijóo,Galicia,Person,Place
Feijóo,Rajoy,Person,Person
Feijóo,España,Person,Place
Feijóo,Galicia,Person,Place
Galicia,Feijóo,Place,Person
Galicia,Rajoy,Place,Person
Galicia,España,Place,Place
Galicia,Galicia,Place,Place
Rajoy,Feijóo,Person,Person
Rajoy,Galicia,Person,Place
Rajoy,España,Person,Place
Rajoy,Galicia,Person,Place
España,Feijóo,Place,Person
España,Galicia,Place,Place
España,Rajoy,Place,Person
España,Galicia,Place,Place
Galicia,Feijóo,Place,Person
Galicia,Galicia,Place,Place
Galicia,Rajoy,Place,Person
Galicia,España,Place,Place
Ana Belén,Goya de Honor,Person,Place
Goya de Honor,Ana Belén,Place,Person
Soria,PP,Person,Organization
PP,Soria,Organization,Person
España,Rajoy,Place,Person
Rajoy,España,Person,Place
Gijón,Escuela Internacional de Verano,Place,Other
Escuela Internacional de Verano,Gijón,Other,Place
María José Moros,Ayuntamiento de Córdoba,Person,Place
Ayuntamiento de Córdoba,María José Moros,Place,Person
Soria,Banco Mundial,Person,Organization
Banco Mundial,Soria,Organization,Person
España,Rajoy,Place,Person
Rajoy,España,Person,Place
España,Mariano Rajoy,Place,Person
Mariano Rajoy,España,Person,Place
PSOE,José Manuel Soria,Organization,Person
PSOE,Banco Mundial,Organization,Organization
PSOE,Rajoy,Organization,Person
José Manuel Soria,PSOE,Person,Organization
José Manuel Soria,Banco Mundial,Person,Organization
José Manuel Soria,Rajoy,Person,Person
Banco Mundial,PSOE,Organization,Organization
Banco Mundial,José Manuel Soria,Organization,Person
Banco Mundial,Rajoy,Organization,Person
Rajoy,PSOE,Person,Organization
Rajoy,José Manuel Soria,Person,Person
Rajoy,Banco Mundial,Person,Organization
Soria,Banco Mundial,Person,Organization
Banco Mundial,Soria,Organization,Person
Rajoy,Grupo Parlamentario Socialista,Person,Organization
Grupo Parlamentario Socialista,Rajoy,Organization,Person
Rivera,Rajoy,Person,Person
Rajoy,Rivera,Person,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Víctor Mora,El Capitán Trueno,Person,Person
Víctor Mora,El Jabato,Person,Person
El Capitán Trueno,Víctor Mora,Person,Person
El Capitán Trueno,El Jabato,Person,Person
El Jabato,Víctor Mora,Person,Person
El Jabato,El Capitán Trueno,Person,Person
PSOE,PP,Organization,Organization
PP,PSOE,Organization,Organization
Rajoy,Mesa del Congreso,Person,Organization
Mesa del Congreso,Rajoy,Organization,Person
Rajoy,Rajoy,Person,Person
Rajoy,Rajoy,Person,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
Parlamento de Cataluña,Tribunal Constitucional,Organization,Organization
Tribunal Constitucional,Parlamento de Cataluña,Organization,Organization
Artana,Tavernes de Valldigna,Organization,Place
Tavernes de Valldigna,Artana,Place,Organization
Ybarra,Dos Hermanas,Person,Place
Dos Hermanas,Ybarra,Place,Person
Antequera,Andalucía,Place,Place
Andalucía,Antequera,Place,Place
Niza,Francia,Place,Place
Francia,Niza,Place,Place
Ángela Molina,Premio Nacional de Cinematografía,Person,Other
Premio Nacional de Cinematografía,Ángela Molina,Other,Person
Investidura,Rajoy,Person,Person
Rajoy,Investidura,Person,Person
Juan Peña,El Lebrijano,Person,Person
El Lebrijano,Juan Peña,Person,Person
Europa,II Guerra Mundial,Place,Other
II Guerra Mundial,Europa,Other,Place
España,Estados Unidos,Place,Place
Estados Unidos,España,Place,Place
PP,PP,Organization,Organization
PP,PP,Organization,Organization
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Cameron,Reino Unido,Person,Place
Reino Unido,Cameron,Place,Person
España,Europa,Place,Place
Europa,España,Place,Place
Europa,España,Place,Place
España,Europa,Place,Place
Europa,Reino Unido,Place,Place
Europa,España,Place,Place
Europa,España,Place,Place
Europa,Europa,Place,Place
Reino Unido,Europa,Place,Place
Reino Unido,España,Place,Place
Reino Unido,España,Place,Place
Reino Unido,Europa,Place,Place
España,Europa,Place,Place
España,Reino Unido,Place,Place
España,España,Place,Place
España,Europa,Place,Place
España,Europa,Place,Place
España,Reino Unido,Place,Place
España,España,Place,Place
España,Europa,Place,Place
Europa,Europa,Place,Place
Europa,Reino Unido,Place,Place
Europa,España,Place,Place
Europa,España,Place,Place
Iglesias,Monedero,Person,Person
Iglesias,CNI,Person,Organization
Iglesias,RTVE,Person,Organization
Monedero,Iglesias,Person,Person
Monedero,CNI,Person,Organization
Monedero,RTVE,Person,Organization
CNI,Iglesias,Organization,Person
CNI,Monedero,Organization,Person
CNI,RTVE,Organization,Organization
RTVE,Iglesias,Organization,Person
RTVE,Monedero,Organization,Person
RTVE,CNI,Organization,Organization
Europe,UK,Place,Place
Europe,EU,Place,Place
UK,Europe,Place,Place
UK,EU,Place,Place
EU,Europe,Place,Place
EU,UK,Place,Place
Catalunya,Rajoy,Place,Person
Catalunya,Moncloa,Place,Organization
Rajoy,Catalunya,Person,Place
Rajoy,Moncloa,Person,Organization
Moncloa,Catalunya,Organization,Place
Moncloa,Rajoy,Organization,Person
Iglesias,Monedero,Person,Person
Monedero,Iglesias,Person,Person
Emiliano,Manuel González Ramos,Person,Person
Emiliano,Matilde Valentín,Person,Person
Manuel González Ramos,Emiliano,Person,Person
Manuel González Ramos,Matilde Valentín,Person,Person
Matilde Valentín,Emiliano,Person,Person
Matilde Valentín,Manuel González Ramos,Person,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Rajoy,Bárcenas,Person,Person
Rajoy,PP,Person,Organization
Bárcenas,Rajoy,Person,Person
Bárcenas,PP,Person,Organization
PP,Rajoy,Organization,Person
PP,Bárcenas,Organization,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
España,Grecia,Place,Place
Grecia,España,Place,Place
Rajoy,Rey,Person,Person
Rey,Rajoy,Person,Person
Pedro Zerolo,Pedro,Person,Person
Pedro,Pedro Zerolo,Person,Person
Orlando,Jo Cox,Place,Person
Jo Cox,Orlando,Person,Place
Cataluña,Mediterráneo,Place,Place
Mediterráneo,Cataluña,Place,Place
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Iglesias,Cataluña,Person,Place
Iglesias,Galicia,Person,Place
Iglesias,País Vasco,Person,Place
Cataluña,Iglesias,Place,Person
Cataluña,Galicia,Place,Place
Cataluña,País Vasco,Place,Place
Galicia,Iglesias,Place,Person
Galicia,Cataluña,Place,Place
Galicia,País Vasco,Place,Place
País Vasco,Iglesias,Place,Person
País Vasco,Cataluña,Place,Place
País Vasco,Galicia,Place,Place
Rajoy,PSOE,Person,Organization
PSOE,Rajoy,Organization,Person
Rajoy,España,Person,Place
Rajoy,Suiza,Person,Place
Rajoy,Panamá,Person,Place
España,Rajoy,Place,Person
España,Suiza,Place,Place
España,Panamá,Place,Place
Suiza,Rajoy,Place,Person
Suiza,España,Place,Place
Suiza,Panamá,Place,Place
Panamá,Rajoy,Place,Person
Panamá,España,Place,Place
Panamá,Suiza,Place,Place
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Marea,Iglesias,Place,Person
Iglesias,Marea,Person,Place
Iglesias,Teresa,Person,Person
Iglesias,Garzón,Person,Person
Iglesias,Rajoy,Person,Person
Teresa,Iglesias,Person,Person
Teresa,Garzón,Person,Person
Teresa,Rajoy,Person,Person
Garzón,Iglesias,Person,Person
Garzón,Teresa,Person,Person
Garzón,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Rajoy,Teresa,Person,Person
Rajoy,Garzón,Person,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Richard Ford,Premio Princesa de Asturias de las Letras 2016,Person,Other
Premio Princesa de Asturias de las Letras 2016,Richard Ford,Other,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Anchuras,España,Place,Place
Anchuras,San Antonio,Place,Place
España,Anchuras,Place,Place
España,San Antonio,Place,Place
San Antonio,Anchuras,Place,Place
San Antonio,España,Place,Place
Iglesias,Rajoy,Person,Person
Iglesias,RTVE,Person,Organization
Rajoy,Iglesias,Person,Person
Rajoy,RTVE,Person,Organization
RTVE,Iglesias,Organization,Person
RTVE,Rajoy,Organization,Person
Pedro Costa,Madrid,Person,Place
Madrid,Pedro Costa,Place,Person
PP,SMI,Organization,Organization
SMI,PP,Organization,Organization
Cádiz,Huelva,Place,Place
Cádiz,Jerez,Place,Place
Huelva,Cádiz,Place,Place
Huelva,Jerez,Place,Place
Jerez,Cádiz,Place,Place
Jerez,Huelva,Place,Place
España,PP,Place,Organization
PP,España,Organization,Place
Ignacio,Puerto,Person,Place
Puerto,Ignacio,Place,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Chaves,Griñán,Person,Person
Griñán,Chaves,Person,Person
PP,Rajoy,Organization,Person
Rajoy,PP,Person,Organization
Chaves,Griñán,Person,Person
Griñán,Chaves,Person,Person
Rajoy,Gobierno,Person,Organization
Gobierno,Rajoy,Organization,Person
PP,PP,Organization,Organization
PP,PP,Organization,Organization
Frente Polisario,Mohamed Abdelaziz,Organization,Person
Mohamed Abdelaziz,Frente Polisario,Person,Organization
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
PP,Estatuto de los Trabajadores,Organization,Other
Estatuto de los Trabajadores,PP,Other,Organization
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Xunta,Galicia,Organization,Place
Galicia,Xunta,Place,Organization
España,León de Oro,Place,Other
España,Venecia,Place,Place
León de Oro,España,Other,Place
León de Oro,Venecia,Other,Place
Venecia,España,Place,Place
Venecia,León de Oro,Place,Other
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
España,UE,Place,Organization
UE,España,Organization,Place
PP,PP,Organization,Organization
PP,PP,Organization,Organization
Iglesias,Partido Popular,Person,Organization
Partido Popular,Iglesias,Organization,Person
Rajoy,Consejo de Seguridad Nacional,Person,Organization
Consejo de Seguridad Nacional,Rajoy,Organization,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,Monedero,Person,Person
Iglesias,Maduro,Person,Person
Iglesias,Chávez,Person,Person
Iglesias,España,Person,Place
Monedero,Iglesias,Person,Person
Monedero,Maduro,Person,Person
Monedero,Chávez,Person,Person
Monedero,España,Person,Place
Maduro,Iglesias,Person,Person
Maduro,Monedero,Person,Person
Maduro,Chávez,Person,Person
Maduro,España,Person,Place
Chávez,Iglesias,Person,Person
Chávez,Monedero,Person,Person
Chávez,Maduro,Person,Person
Chávez,España,Person,Place
España,Iglesias,Place,Person
España,Monedero,Place,Person
España,Maduro,Place,Person
España,Chávez,Place,Person
Pablo Iglesias,Partido Popular,Person,Organization
Partido Popular,Pablo Iglesias,Organization,Person
Iglesias,PP,Person,Organization
PP,Iglesias,Organization,Person
Valencia,España,Place,Place
España,Valencia,Place,Place
Alcorisa,Teófilo,Person,Person
Teófilo,Alcorisa,Person,Person
Rajoy,Bruselas,Person,Place
Bruselas,Rajoy,Place,Person
Venezuela,España,Place,Place
Venezuela,Iglesias,Place,Person
Venezuela,Monedero,Place,Person
España,Venezuela,Place,Place
España,Iglesias,Place,Person
España,Monedero,Place,Person
Iglesias,Venezuela,Person,Place
Iglesias,España,Person,Place
Iglesias,Monedero,Person,Person
Monedero,Venezuela,Person,Place
Monedero,España,Person,Place
Monedero,Iglesias,Person,Person
Salud Hernández,Mora,Person,Person
Mora,Salud Hernández,Person,Person
Altiero Spinelli,Europa,Person,Place
Altiero Spinelli,federalismo Europeo,Person,Organization
Europa,Altiero Spinelli,Place,Person
Europa,federalismo Europeo,Place,Organization
federalismo Europeo,Altiero Spinelli,Organization,Person
federalismo Europeo,Europa,Organization,Place
Miguel de la Quadra,Salcedo,Person,Person
Salcedo,Miguel de la Quadra,Person,Person
Rajoy,España,Person,Place
España,Rajoy,Place,Person
Berlín,Alemania,Place,Place
Alemania,Berlín,Place,Place
España,Rajoy,Place,Person
España,Rajoy,Place,Person
Rajoy,España,Person,Place
Rajoy,Rajoy,Person,Person
Rajoy,España,Person,Place
Rajoy,Rajoy,Person,Person
Cataluña,España,Place,Place
España,Cataluña,Place,Place
PSOE,PSOE,Organization,Organization
PSOE,PSOE,Organization,Organization
Pedro Zerolo,Madrid,Person,Place
Madrid,Pedro Zerolo,Place,Person
España,Cataluña,Place,Place
Cataluña,España,Place,Place
Meritxell Batet,España,Person,Place
Meritxell Batet,Cataluña,Person,Place
España,Meritxell Batet,Place,Person
España,Cataluña,Place,Place
Cataluña,Meritxell Batet,Place,Person
Cataluña,España,Place,Place
Rosa del Río,El Nuevo Lunes,Person,Other
El Nuevo Lunes,Rosa del Río,Other,Person
Marta,David,Person,Person
Marta,Malasia,Person,Place
David,Marta,Person,Person
David,Malasia,Person,Place
Malasia,Marta,Place,Person
Malasia,David,Place,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,PP,Person,Organization
Iglesias,Rajoy,Person,Person
PP,Iglesias,Organization,Person
PP,Rajoy,Organization,Person
Rajoy,Iglesias,Person,Person
Rajoy,PP,Person,Organization
España,Rajoy,Place,Person
Rajoy,España,Person,Place
San Adrián,Navarra,Place,Place
Navarra,San Adrián,Place,Place
España,Rajoy,Place,Person
España,Iglesias,Place,Person
Rajoy,España,Person,Place
Rajoy,Iglesias,Person,Person
Iglesias,España,Person,Place
Iglesias,Rajoy,Person,Person
Vitoria,Gasteiz,Place,Place
Gasteiz,Vitoria,Place,Place
Congreso,Fernando Álvarez de Miranda,Organization,Person
Fernando Álvarez de Miranda,Congreso,Person,Organization
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Antonio,José,Person,Person
Antonio,Ángel,Person,Person
Antonio,Siria,Person,Place
José,Antonio,Person,Person
José,Ángel,Person,Person
José,Siria,Person,Place
Ángel,Antonio,Person,Person
Ángel,José,Person,Person
Ángel,Siria,Person,Place
Siria,Antonio,Place,Person
Siria,José,Place,Person
Siria,Ángel,Place,Person
A. Michnik,Lilia Saúl,Person,Person
A. Michnik,Ginna Morelo,Person,Person
A. Michnik,Samuel Aranda,Person,Person
A. Michnik,J. Zárate,Person,Person
Lilia Saúl,A. Michnik,Person,Person
Lilia Saúl,Ginna Morelo,Person,Person
Lilia Saúl,Samuel Aranda,Person,Person
Lilia Saúl,J. Zárate,Person,Person
Ginna Morelo,A. Michnik,Person,Person
Ginna Morelo,Lilia Saúl,Person,Person
Ginna Morelo,Samuel Aranda,Person,Person
Ginna Morelo,J. Zárate,Person,Person
Samuel Aranda,A. Michnik,Person,Person
Samuel Aranda,Lilia Saúl,Person,Person
Samuel Aranda,Ginna Morelo,Person,Person
Samuel Aranda,J. Zárate,Person,Person
J. Zárate,A. Michnik,Person,Person
J. Zárate,Lilia Saúl,Person,Person
J. Zárate,Ginna Morelo,Person,Person
J. Zárate,Samuel Aranda,Person,Person
UME,Huesca,Organization,Place
Huesca,UME,Place,Organization
Rajoy,España,Person,Place
España,Rajoy,Place,Person
PP,CDU,Organization,Organization
PP,Merkel,Organization,Person
PP,Bárcenas,Organization,Person
PP,Rajoy,Organization,Person
CDU,PP,Organization,Organization
CDU,Merkel,Organization,Person
CDU,Bárcenas,Organization,Person
CDU,Rajoy,Organization,Person
Merkel,PP,Person,Organization
Merkel,CDU,Person,Organization
Merkel,Bárcenas,Person,Person
Merkel,Rajoy,Person,Person
Bárcenas,PP,Person,Organization
Bárcenas,CDU,Person,Organization
Bárcenas,Merkel,Person,Person
Bárcenas,Rajoy,Person,Person
Rajoy,PP,Person,Organization
Rajoy,CDU,Person,Organization
Rajoy,Merkel,Person,Person
Rajoy,Bárcenas,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Carmen Chacón,Ejecutiva Federal,Person,Organization
Ejecutiva Federal,Carmen Chacón,Organization,Person
Rajoy,Bárcenas,Person,Person
Bárcenas,Rajoy,Person,Person
Otegi,Ernest Lluch,Person,Person
Ernest Lluch,Otegi,Person,Person
Iglesias,IU,Person,Organization
IU,Iglesias,Organization,Person
Podemos,Iglesias,Organization,Person
Podemos,Rajoy,Organization,Person
Iglesias,Podemos,Person,Organization
Iglesias,Rajoy,Person,Person
Rajoy,Podemos,Person,Organization
Rajoy,Iglesias,Person,Person
Compromís,Iglesias,Person,Person
Iglesias,Compromís,Person,Person
Rajoy,PP,Person,Organization
Rajoy,España,Person,Place
PP,Rajoy,Organization,Person
PP,España,Organization,Place
España,Rajoy,Place,Person
España,PP,Place,Organization
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Ernest Lluch,Felipe González,Person,Person
Felipe González,Ernest Lluch,Person,Person
Fernando,Alcalá de Henares,Person,Place
Alcalá de Henares,Fernando,Place,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rajoy,Person,Person
Sergio Jaramillo,Alto Comisionado,Person,Person
Alto Comisionado,Sergio Jaramillo,Person,Person
Íñigo Domínguez,premio Salvador de Madariaga,Person,Other
premio Salvador de Madariaga,Íñigo Domínguez,Other,Person
CNI,RTVE,Organization,Organization
RTVE,CNI,Organization,Organization
Rajoy,Soria,Person,Person
Soria,Rajoy,Person,Person
Soria,Rajoy,Person,Person
Rajoy,Soria,Person,Person
Iglesias,Iglesias,Person,Person
Iglesias,Iglesias,Person,Person
Iglesias,CNI,Person,Organization
CNI,Iglesias,Organization,Person
Pablo Motos,Trancas,Person,Place
Pablo Motos,Barrancas,Person,Place
Pablo Motos,Premio Nacional de Televisión 2016,Person,Other
Trancas,Pablo Motos,Place,Person
Trancas,Barrancas,Place,Place
Trancas,Premio Nacional de Televisión 2016,Place,Other
Barrancas,Pablo Motos,Place,Person
Barrancas,Trancas,Place,Place
Barrancas,Premio Nacional de Televisión 2016,Place,Other
Premio Nacional de Televisión 2016,Pablo Motos,Other,Person
Premio Nacional de Televisión 2016,Trancas,Other,Place
Premio Nacional de Televisión 2016,Barrancas,Other,Place
Córdoba,Granada,Place,Place
Granada,Córdoba,Place,Place
UGT,CCOO,Organization,Organization
CCOO,UGT,Organization,Organization
Podemos,Rajoy,Organization,Person
Rajoy,Podemos,Person,Organization
Rajoy,España,Person,Place
España,Rajoy,Place,Person
Ciudadanos,Rajoy,Organization,Person
Ciudadanos,Iglesias,Organization,Person
Rajoy,Ciudadanos,Person,Organization
Rajoy,Iglesias,Person,Person
Iglesias,Ciudadanos,Person,Organization
Iglesias,Rajoy,Person,Person
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Iglesias,Rivera,Person,Person
Rivera,Iglesias,Person,Person
Soria,Rajoy,Person,Person
Rajoy,Soria,Person,Person
Iglesias,Soria,Person,Person
Iglesias,Rajoy,Person,Person
Soria,Iglesias,Person,Person
Soria,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Rajoy,Soria,Person,Person
Soria,Sigmundur David Gunnlaugsson,Person,Person
Sigmundur David Gunnlaugsson,Soria,Person,Person
Turquía,Alemania,Place,Place
Alemania,Turquía,Place,Place
Turquía,Rajoy,Place,Person
Rajoy,Turquía,Person,Place
Iglesias,Rajoy,Person,Person
Rajoy,Iglesias,Person,Person
Ciudadanos,España,Organization,Place
España,Ciudadanos,Place,Organization
Germanwings,Francia,Place,Place
Francia,Germanwings,Place,Place
Bruselas,Europa,Place,Place
Europa,Bruselas,Place,Place
Ciudadanos,Iglesias,Organization,Person
Iglesias,Ciudadanos,Person,Organization
Tsipras,Iglesias,Person,Person
Iglesias,Tsipras,Person,Person
Partido Socialista Europeo,Bruselas,Organization,Place
Bruselas,Partido Socialista Europeo,Place,Organization
Josep María Álvarez,UGT,Person,Organization
UGT,Josep María Álvarez,Organization,Person
Zaragoza,UGT,Place,Organization
UGT,Zaragoza,Organization,Place
Turquía,Costa,Place,Place
Turquía,Marfil,Place,Place
Costa,Turquía,Place,Place
Costa,Marfil,Place,Place
Marfil,Turquía,Place,Place
Marfil,Costa,Place,Place
Josep María Álvarez,UGT,Person,Organization
UGT,Josep María Álvarez,Organization,Person
Rajoy,Moncloa,Person,Place
Moncloa,Rajoy,Place,Person
A Coruña,Europa,Place,Place
Europa,A Coruña,Place,Place
Carmena,Villarejo,Person,Person
Villarejo,Carmena,Person,Person
Moncloa,Xunta de Galicia,Place,Organization
Xunta de Galicia,Moncloa,Organization,Place
A Coruña,Mesía,Place,Place
Mesía,A Coruña,Place,Place
Jódar,Juan Ibarra,Organization,Person
Juan Ibarra,Jódar,Person,Organization
PP,Iglesias,Organization,Person
Iglesias,PP,Person,Organization
PP,Mariano Rajoy,Organization,Person
PP,Iglesias,Organization,Person
Mariano Rajoy,PP,Person,Organization
Mariano Rajoy,Iglesias,Person,Person
Iglesias,PP,Person,Organization
Iglesias,Mariano Rajoy,Person,Person
Pablo Iglesias,Mónica Oltra,Person,Person
Mónica Oltra,Pablo Iglesias,Person,Person
Rajoy,España,Person,Place
España,Rajoy,Place,Person
España,Iglesias,Place,Person
Iglesias,España,Person,Place
